id,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var, valence_mean, valence_std, arousal_mean, arousal_std
11,92.28515625,63098,927.9117647,0.308815241,0.306204975,0.093761489,0.428194459,0.281903389,0.079469521,0.238065402,0.163273383,0.026658198,1.273735046,7.674057484,58.89115906,-3.747360468,50.51686859,2551.954102,0.009179731,2.619453669,6.861537933,2169.070753,888.4226499,789294.8049,2430.654349,397.5122164,158015.9622,22.73834719,7.871904939,61.96688738,22.73834719,7.871904939,61.96688738,0.790588306,0.891147899,0.794144578,0.024800114,0.075007238,0.005626086,0.086552568,0.067322859,0.004532367,9.73E-07,0.060140293,0.003616855,-3.94E-06,0.029054981,0.000844192,3.717514739,2.109337028,4.449302699,4.8,1.72,3.9,1.37
12,123.046875,88169,948.0537634,0.414933264,0.281655073,0.079329573,0.556305138,0.257186767,0.066145033,0.265599833,0.113093156,0.012790062,12.32451439,79.91356659,6386.178223,4.795346737,39.01405716,1522.096558,0.010877942,2.193902016,4.813206196,1627.566933,630.67129,397746.2761,1986.028186,560.3322879,313972.2729,21.45158195,6.613704619,43.74108879,21.45158195,6.613704619,43.74108879,2.808732942,3.083013052,9.504969476,-0.003599667,0.067568101,0.004565448,0.068350314,0.032520032,0.001057552,-3.66E-07,0.156184569,0.02439362,1.13E-06,0.121608049,0.014788518,5.713269841,3.619338322,13.09960989,5.9,1.64,4.3,1.9
13,112.3471467,77758,948.2682927,0.352894962,0.301685512,0.091014147,0.519171851,0.253810154,0.064419594,0.266479629,0.111004238,0.012321941,3.77271986,17.703022,313.3969727,1.958092213,41.18590927,1696.279053,0.013215703,3.574990988,12.78056049,2192.306171,696.5101173,485126.3435,2381.278169,463.8106857,215120.3521,20.94239661,7.124782302,50.76252285,20.94239661,7.124782302,50.76252285,1.599156571,2.053651694,4.21748528,0.006739578,0.061493138,0.003781406,0.110976764,0.056716342,0.003216743,0.000147351,0.100210123,0.010042069,0.00114729,0.070045099,0.004906315,2.48337415,1.280585762,1.639899893,5.4,2.5,6.5,2.11
14,135.9991776,96323,963.23,0.280675024,0.284015089,0.080664575,0.41816937,0.266860417,0.071214482,0.234472259,0.168392675,0.028356093,9.539933205,44.89450836,2015.516968,-1.576584697,37.63339233,1416.272095,0.011837206,2.667262554,7.114289284,1658.082465,433.8339962,188211.9363,2056.391729,411.0378754,168952.135,24.33367133,7.228174749,52.2465102,24.33367133,7.228174749,52.2465102,2.237983487,2.443131078,5.968889464,0.013218493,0.091406367,0.008355124,0.071233719,0.023235794,0.000539902,-3.01E-06,0.185356691,0.034357104,-1.15E-05,0.046718519,0.00218262,1.63352381,1.104456722,1.21982465,6.6,0.92,6.3,1.42
15,99.38401442,67991,944.3194444,0.412757576,0.291312933,0.084863231,0.488068162,0.26159493,0.068431908,0.255273361,0.134791857,0.018168845,3.586313725,22.38326454,501.0105591,0.420481145,48.21235657,2324.431152,0.013314141,2.515969038,6.33010006,1574.123748,406.9943086,165644.3673,1907.735283,422.2988051,178336.2808,21.01225361,7.00988286,49.13845771,21.01225361,7.00988286,49.13845771,1.622398833,1.879838716,3.533793597,-0.002565909,0.063654575,0.004051905,0.073490607,0.026409719,0.000697473,5.21E-06,0.08961352,0.008030583,2.76E-05,0.055333842,0.003061834,3.505052154,1.879532699,3.532643168,4,1.34,4.8,1.47
16,95.703125,57812,875.9393939,0.266749978,0.300833225,0.09050063,0.443617666,0.285004367,0.081227489,0.244687982,0.153170248,0.023461125,5.858834743,35.09329605,1231.539551,-1.776193023,35.11844254,1233.305054,0.008693028,1.93937552,3.761177301,2065.445324,398.9064165,159126.3291,2211.167795,171.8660149,29537.92708,21.52796357,7.317493114,53.54570548,21.52796357,7.317493114,53.54570548,1.770764201,1.941788568,3.770542843,-0.018302359,0.083949631,0.00704754,0.081286627,0.04013793,0.001611053,-3.40E-05,0.139381826,0.019427292,-8.06E-05,0.054218747,0.002939673,5.162956916,2.704145664,7.312403771,5.3,1.62,3.9,1.76
17,71.77734375,48424,931.2307692,0.443420351,0.298179507,0.088911012,0.515626194,0.256223079,0.065650266,0.264156925,0.11642359,0.013554452,4.414887428,24.10612106,581.1051025,3.731222153,32.42409134,1051.321655,0.015620079,1.974607706,3.899075747,2294.977779,441.9239117,195296.7438,2272.352006,293.3547059,86056.98349,19.50758727,8.055032909,64.88355516,19.50758727,8.055032909,64.88355516,1.961507518,2.206979893,4.870760249,0.004353214,0.056489486,0.003191062,0.103786054,0.059624561,0.003555088,2.73E-06,0.111423239,0.012415139,1.29E-05,0.060414135,0.003649868,5.286022676,5.135129982,26.36955993,7.9,0.7,4.7,2.53
18,83.35433468,57115,951.9166667,0.37309429,0.30240044,0.09144602,0.425359317,0.289481004,0.083799252,0.240355677,0.159882713,0.025562482,4.036705971,31.86973763,1015.680176,1.64806664,40.84228134,1668.091797,0.007814267,2.862285137,8.192676544,2344.363968,712.5857469,507778.4467,2660.940343,519.0015074,269362.5647,21.40381918,8.403726282,70.62261542,21.40381918,8.403726282,70.62261542,1.308095331,1.665365929,2.773443678,-0.003074149,0.087973853,0.007739399,0.093344525,0.046935298,0.002202922,2.27E-06,0.088636614,0.007856449,8.30E-06,0.076836914,0.005903911,3.508535147,2.31057684,5.338765334,4.7,1.55,3.8,1.54
19,71.77734375,39180,833.6170213,0.309446096,0.290351629,0.084304065,0.532915698,0.244545766,0.059802632,0.264751459,0.11506519,0.013239998,14.09273911,92.15559387,8492.65332,-2.287575245,43.23521805,1869.283936,0.008283393,2.480559111,6.153173447,1722.61381,210.9319551,44492.28969,1391.410656,143.915094,20711.55427,23.35029399,6.685951975,44.70195381,23.35029399,6.685951975,44.70195381,3.238696348,4.065430146,16.52772227,0.007028978,0.062975327,0.003965892,0.12612204,0.025551776,0.000652893,2.80E-06,0.198377922,0.039353799,5.33E-05,0.137178719,0.018818002,8.81661678,5.635153867,31.7549591,4.2,1.78,3.3,1.49
20,95.703125,71107,974.0684932,0.258910418,0.305023879,0.093039572,0.414637869,0.279967443,0.078381769,0.249787997,0.144704146,0.02093929,13.73036098,112.3913574,12631.81738,-0.941970766,40.8902359,1672.011353,0.002440558,3.517865658,12.37537861,1783.885467,617.5430557,381359.4256,2231.547988,437.482057,191390.5502,23.11526956,7.339588393,53.86955778,23.11526956,7.339588393,53.86955778,2.160842064,2.588462695,6.700139126,-0.032101805,0.083515976,0.006974918,0.069958804,0.039204609,0.001537001,0.00044147,0.196705416,0.038693022,0.001312381,0.094879687,0.009002156,1.610303855,0.961969821,0.925385937,4.8,2.14,6.5,2.11
21,135.9991776,100254,963.9807692,0.420948595,0.29837963,0.089030407,0.526123182,0.264412889,0.069914176,0.268568614,0.105850049,0.011204233,5.224239826,30.30904198,918.6380005,2.441260338,34.63900757,1199.860962,0.012884532,2.37026453,5.618153572,1961.924621,428.5141067,183624.3397,2083.783875,326.5310734,106622.5419,19.87876004,8.023565046,64.37759605,19.87876004,8.023565046,64.37759605,1.998947995,2.186780493,4.782008924,0.005095209,0.060666686,0.003680447,0.077664405,0.032106354,0.001030818,-2.19E-06,0.118988156,0.014158181,1.04E-05,0.06293565,0.003960896,5.305759637,2.612492566,6.825117406,6.6,2.11,5.3,2
22,123.046875,85211,946.7888889,0.351728499,0.300141275,0.090084791,0.569568678,0.244765776,0.059910285,0.271935225,0.096873972,0.009384566,7.463551044,45.75475311,2093.497314,-0.899531007,29.0330162,842.9160156,0.008230566,2.645215988,6.997168064,2505.858818,394.438179,155581.477,2110.02216,274.9411718,75592.64798,21.36989717,8.670488649,75.17737341,21.36989717,8.670488649,75.17737341,2.957369789,3.374918781,11.39007678,0.008437929,0.055001332,0.003025146,0.159119564,0.034046708,0.001159178,7.53E-06,0.141089976,0.019906381,-1.95E-06,0.105283149,0.011084541,4.541823129,2.354627055,5.544268567,7.3,1.85,5.4,2.37
23,123.046875,85280,937.1428571,0.334562272,0.298230082,0.088941179,0.455439585,0.277171976,0.076824304,0.246272723,0.150609028,0.022683079,2.647714853,17.25199509,297.6313477,-2.470886946,54.87701797,3011.487061,0.011546906,2.600361109,6.76187849,1537.635061,704.5388039,496374.9263,2031.732638,530.6883528,281630.1278,21.69480806,6.346881692,40.28290721,21.69480806,6.346881692,40.28290721,1.068473348,1.406252261,1.977545422,0.023202095,0.083321201,0.006942423,0.054153686,0.037920097,0.001437934,4.24E-05,0.085626803,0.00733195,0.000471598,0.038567595,0.001487459,3.229895692,2.002388241,4.009558669,4.6,1.28,4.8,1.54
24,112.3471467,80077,953.297619,0.417718053,0.274444163,0.075319603,0.565094146,0.236444567,0.055906033,0.269207528,0.104214396,0.01086064,6.336096287,29.99642372,899.7854614,1.135545135,37.48649216,1405.237061,0.010389695,1.885808468,3.55627346,1573.652504,233.3353447,54445.38307,1825.122973,289.8315204,84002.31022,20.05177714,6.689304261,44.7467915,20.05177714,6.689304261,44.7467915,2.45953962,2.553137335,6.518510252,-0.009864157,0.055584501,0.003089637,0.075970774,0.01443133,0.000208263,-1.60E-06,0.12467327,0.015543424,-3.30E-06,0.063274391,0.004003648,6.802285714,4.441137145,19.72369914,4.3,1.62,5.1,1.3
25,107.6660156,76061,950.7625,0.475141615,0.271781087,0.073864952,0.561418618,0.240609982,0.057893163,0.269315893,0.103934033,0.010802283,5.012230873,24.78683853,614.3873291,4.825177193,36.41485977,1326.042114,0.012188032,1.632899284,2.666359901,1634.890928,333.3837683,111144.737,1968.277179,260.4434277,67830.77904,19.03336399,6.292291418,39.59293129,19.03336399,6.292291418,39.59293129,2.094055463,2.177169057,4.740065102,0.00494426,0.057083405,0.003258515,0.074145004,0.023534005,0.000553849,-3.09E-06,0.104699671,0.010962021,-1.90E-05,0.063372783,0.00401611,12.96718367,9.215720277,84.92950022,6.1,1.58,5.1,1.92
26,112.3471467,78816,949.5903614,0.433868259,0.271763623,0.073855475,0.505103337,0.256478693,0.06578132,0.261215457,0.122881318,0.015099818,54.00818634,240.5698547,57873.85156,11.22267914,31.68448639,1003.906677,0.011030278,1.945959449,3.786758184,1759.846432,441.222705,194677.4754,1923.46515,338.830693,114806.2386,19.76451837,7.634774781,58.28978596,19.76451837,7.634774781,58.28978596,7.04528434,7.155740367,51.20462019,-0.007910421,0.058218561,0.003389401,0.079084699,0.025702106,0.000660598,1.59E-05,0.403764784,0.16302599,-0.000118533,0.147076845,0.021631597,12.58405442,9.669706035,93.50321479,6.7,2.33,3.5,1.5
27,117.4538352,80992,941.7674419,0.334932685,0.297313422,0.088395275,0.503678876,0.262091932,0.068692181,0.25954535,0.126370663,0.015969544,3.595960379,23.0308094,530.4182129,-2.052233458,47.4997673,2256.228027,0.01138651,2.197457552,4.828819275,1644.518933,521.4889352,271950.7095,2097.667091,427.6277115,182865.4596,22.25296891,6.325996903,40.01823681,22.25296891,6.325996903,40.01823681,1.258044537,1.378720513,1.900870254,-0.014972874,0.06916548,0.004783864,0.061408666,0.022282774,0.000496522,2.18E-07,0.107802771,0.011621438,1.41E-05,0.042411789,0.00179876,2.006204082,1.188022379,1.411397174,3.9,1.04,4.9,1.58
28,184.5703125,131543,960.1678832,0.351818591,0.291310877,0.084862024,0.573579149,0.235810347,0.05560652,0.271530439,0.098002826,0.009604554,25.66054726,118.4838943,14038.43262,4.445884228,47.97070694,2301.188721,0.01034663,1.956202149,3.826726675,1353.711502,300.4911792,90294.94877,1246.92092,211.3432726,44665.97887,21.15072766,7.863432153,61.83356523,21.15072766,7.863432153,61.83356523,4.895267592,5.008305671,25.0831257,-0.003135594,0.049590566,0.002459224,0.074252208,0.028482922,0.000811277,1.20E-06,0.274398357,0.075294465,-4.28E-05,0.112562262,0.012670263,4.718294785,3.104062436,9.635203605,5.1,2.43,2.1,1.37
29,89.10290948,63917,953.9850746,0.352364928,0.309524149,0.095805205,0.577123744,0.252318138,0.063664443,0.271764802,0.097351043,0.009477226,3.933846474,30.45982933,927.8011475,-1.35731554,48.79705429,2381.152344,0.00746633,4.090271473,16.73031998,1803.268591,791.7737256,626905.6326,2075.808118,665.7630232,443240.4031,19.9652845,6.881206178,47.35099847,19.9652845,6.881206178,47.35099847,1.418446743,1.762682752,3.107050484,-0.01442085,0.052924247,0.002800976,0.073730217,0.043613473,0.001902135,-1.99E-06,0.085685618,0.007342026,-2.05E-05,0.076877579,0.005910162,2.275555556,1.440760296,2.075790231,5.3,1.95,4,1.73
30,161.4990234,110299,942.7264957,0.408158481,0.289032847,0.083539985,0.486093995,0.265286636,0.070377,0.259240389,0.126995094,0.016127754,4.789729118,40.93703461,1675.840942,2.754229307,43.67466354,1907.476074,0.011356357,2.636256933,6.949851036,1611.464973,358.8859067,128799.094,1902.070048,338.0931684,114306.9905,19.65358085,6.81776649,46.48193991,19.65358085,6.81776649,46.48193991,1.664928283,1.838531393,3.380197682,0.011823624,0.065469113,0.004286205,0.063164717,0.031531713,0.000994249,-0.002094705,0.116907001,0.013667246,-0.004247503,0.049337536,0.002434192,2.43693424,1.433791776,2.055758856,4.4,1.74,4.4,1.56
31,103.359375,62023,873.5633803,0.478234947,0.266973287,0.071274735,0.521425478,0.251827425,0.063417052,0.262394103,0.120343957,0.014482668,2.640981436,12.95421314,167.8116455,0.973409534,43.63772202,1904.250732,0.012260728,2.170040846,4.709076881,1696.098765,360.7753107,130158.8248,1934.783651,312.4539468,97627.46886,20.20514668,6.499635187,42.24525756,20.20514668,6.499635187,42.24525756,1.482496706,1.649273127,2.720101848,-0.007827023,0.06299018,0.003967763,0.086898709,0.02084052,0.000434327,1.74E-06,0.072188221,0.00521114,-1.12E-05,0.053135499,0.002823381,3.241505669,1.831116849,3.352988915,4.5,1.86,4.8,1.78
32,107.6660156,74572,956.0512821,0.318742633,0.293278545,0.086012296,0.493709804,0.261729077,0.06850211,0.252908107,0.139179104,0.019370823,12.57971287,86.16593933,7424.569336,-3.905044079,42.59043884,1813.945557,0.006690101,2.579389572,6.653250217,1455.370979,436.0646209,190152.3536,1818.282374,415.4216606,172575.1561,24.25473101,6.488839852,42.10504263,24.25473101,6.488839852,42.10504263,2.48728791,2.859699981,8.177883984,0.009605567,0.07586302,0.005755198,0.066635674,0.018453361,0.000340527,1.78E-06,0.20519565,0.042105254,2.37E-05,0.065351121,0.004270769,5.066594104,2.551254939,6.508901766,3.9,1.3,5.3,1.19
33,95.703125,64855,939.9275362,0.312920362,0.317990094,0.101117708,0.319651916,0.311421274,0.09698321,0.202529943,0.205705993,0.042314956,4.552221298,56.74071884,3219.509033,-3.380192518,80.89821625,6544.521484,0.009113247,4.745167732,22.51661873,860.9268961,649.1365217,421378.2237,1351.803583,669.5085798,448241.7385,24.15827969,8.131479375,66.12095682,24.15827969,8.131479375,66.12095682,0.715839804,1.197929803,1.435035813,-0.027636681,0.124206807,0.015427331,0.029174616,0.02375345,0.000564226,-8.72E-06,0.12083514,0.014601132,-0.00014278,0.044038903,0.001939425,4.192362812,2.727721861,7.440466549,3.6,1.02,4.8,1.08
34,117.4538352,79881,950.9642857,0.39067319,0.291456282,0.084946759,0.377264656,0.285240068,0.081361896,0.213533864,0.194259163,0.037736622,5.752309322,36.49143982,1331.625122,1.746875048,59.34283066,3521.571533,0.012544761,3.054748774,9.331489563,1201.185818,559.412572,312942.4258,1749.264703,373.9692361,139852.9896,23.21403096,6.855742126,47.0012001,23.21403096,6.855742126,47.0012001,1.392407337,2.029322053,4.118147996,-0.020533613,0.092798787,0.008611615,0.04385365,0.040531268,0.001642784,-4.53E-06,0.136919752,0.018747019,-3.63E-05,0.054406896,0.002960111,3.955519274,1.735732769,3.012768244,3.6,1.11,3.2,0.98
35,112.3471467,80692,972.1927711,0.427764803,0.291088849,0.084732711,0.464539325,0.265900815,0.070703243,0.243980198,0.15429516,0.023806997,42.17147064,232.0270386,53836.54688,9.04072094,30.67683983,941.0685425,0.014764166,2.861556768,8.18850708,1730.053677,461.4137829,212902.6791,2062.140373,357.3600649,127706.216,21.09320001,7.209439542,51.97601851,21.09320001,7.209439542,51.97601851,5.021786362,5.59001291,31.24824434,-0.019072068,0.066883272,0.004473372,0.067089492,0.030952697,0.000958069,2.49E-05,0.355400413,0.126309454,2.16E-05,0.157358751,0.024761777,3.166040816,1.934659463,3.742907239,4.6,1.11,5.1,1.81
36,112.3471467,68638,891.4025974,0.39115873,0.285503179,0.081512071,0.483613863,0.260958103,0.068099132,0.246419113,0.150369391,0.022610954,2.465981483,13.15827465,173.1401978,-1.379348636,51.93296051,2697.032227,0.004217065,1.691828132,2.862282276,1442.558794,268.583095,72136.87889,1804.171087,283.3226879,80271.74548,21.93019995,6.624512349,43.88416387,21.93019995,6.624512349,43.88416387,1.330156243,1.600535597,2.561714198,0.003008542,0.071373704,0.005094206,0.075989744,0.01666852,0.00027784,4.24E-07,0.081826933,0.006695647,-1.80E-05,0.035813935,0.001282638,4.453587302,3.120312677,9.736351201,4.3,2.37,5.1,1.7
37,75.99954044,56363,955.3050847,0.391732365,0.305397183,0.093267448,0.313210482,0.301610334,0.090968794,0.19431822,0.213480123,0.045573763,5.44679451,41.27986526,1704.027222,1.957435131,62.72130966,3933.962891,0.005961104,3.079090357,9.480797768,1251.931466,817.355312,668069.706,1668.232946,605.7505074,366933.6772,23.93696703,7.754874339,60.13807602,23.93696703,7.754874339,60.13807602,1.273944573,1.669657418,2.787755893,0.033369031,0.115407423,0.013318873,0.041512715,0.040188941,0.001615151,2.20E-05,0.140108079,0.019630276,0.000418307,0.040261727,0.001621007,5.827047619,3.440414378,11.83645109,3.1,1.58,3.3,1.62
38,135.9991776,95773,948.2475248,0.27082938,0.299772561,0.089863583,0.468239621,0.272638831,0.074331932,0.260075791,0.125275361,0.015693916,3.947532177,28.15799141,792.8724976,-3.756001472,60.08864212,3610.64502,0.008022948,3.122834206,9.752093315,1304.779477,288.1157527,83010.68698,1257.219317,177.2924996,31432.63041,22.48594991,6.716893572,45.11665926,22.48594991,6.716893572,45.11665926,1.390135558,1.753467661,3.074648839,-0.016781934,0.073634802,0.005422084,0.074427654,0.026792804,0.000717854,2.98E-06,0.10073638,0.010147817,-7.47E-06,0.059836291,0.003580382,2.344054422,1.285397527,1.652246801,5.8,1.33,5.4,1.11
39,92.28515625,66113,958.1594203,0.331728429,0.284603238,0.080999009,0.424458959,0.268360032,0.072017107,0.241415851,0.158277352,0.02505172,14.21075058,56.51203537,3193.610107,3.762185335,30.38641739,923.3343506,0.012134718,2.241367817,5.023729324,2036.372658,627.3411378,393556.9032,2127.525998,372.297034,138605.0815,21.81474044,6.090006681,37.08818138,21.81474044,6.090006681,37.08818138,3.547594406,3.727353043,13.89316071,0.026118053,0.077955461,0.006077054,0.113436967,0.054054744,0.002921915,-9.59E-07,0.214294761,0.045922246,2.34E-05,0.090519354,0.008193754,2.521687075,1.517764658,2.303609557,6.4,1.43,5.8,1.4
40,151.9990809,112441,952.8898305,0.352352768,0.31581524,0.099739268,0.323272548,0.297494738,0.088503119,0.202175186,0.206054672,0.042458528,9.920441628,79.10704803,6257.924805,4.743038177,52.37294769,2742.925781,0.00787614,3.829725742,14.66679955,1617.085348,930.4083015,865659.6074,2035.143396,599.2905487,359149.1618,23.52467231,8.044162033,64.70854281,23.52467231,8.044162033,64.70854281,1.503361166,1.833730142,3.362566235,0.019715739,0.121427346,0.0147446,0.059649847,0.045375058,0.002058896,2.29E-05,0.192148238,0.036920946,0.000796301,0.05229139,0.002734389,3.211319728,1.897669883,3.601150985,3.3,1.55,3.4,1.56
